产品参考编码,产品/名称,产品/SKU 优先级,计量单位,包装数量,位置,位置/位置名称,可用数量,预留数量,数量,库位类型,长（cm),宽(cm),高(cm),状态,仓库,货架,位置.1,层数,在手
,,,,,,B110440,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,4.0,40.0,
,,,,,,B110500,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,5.0,0.0,
,,,,,,B110510,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,5.0,10.0,
,,,,,,B110520,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,5.0,20.0,
,,,,,,B110530,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,5.0,30.0,
,,,,,,B110540,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,5.0,40.0,
,,,,,,B110600,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,6.0,0.0,
,,,,,,B110610,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,6.0,10.0,
,,,,,,B110620,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,6.0,20.0,
,,,,,,B110630,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,6.0,30.0,
,,,,,,B110640,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,6.0,40.0,
,,,,,,B110700,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,7.0,0.0,
,,,,,,B110710,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,7.0,10.0,
,,,,,,B110720,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,7.0,20.0,
,,,,,,B110730,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,7.0,30.0,
,,,,,,B110740,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,7.0,40.0,
,,,,,,B110800,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,8.0,0.0,
,,,,,,B110810,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,8.0,10.0,
,,,,,,B110820,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,8.0,20.0,
,,,,,,B110830,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,8.0,30.0,
,,,,,,B110840,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,8.0,40.0,
,,,,,,B110900,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,9.0,0.0,
,,,,,,B110910,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,9.0,10.0,
,,,,,,B110920,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,9.0,20.0,
,,,,,,B110930,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,9.0,30.0,
,,,,,,B110940,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,9.0,40.0,
,,,,,,B111000,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,10.0,0.0,
,,,,,,B111010,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,10.0,10.0,
,,,,,,B111020,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,10.0,20.0,
,,,,,,B111030,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,10.0,30.0,
,,,,,,B111040,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,10.0,40.0,
,,,,,,B111100,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,11.0,0.0,
,,,,,,B111110,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,11.0,10.0,
,,,,,,B111120,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,11.0,20.0,
,,,,,,B111130,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,11.0,30.0,
,,,,,,B111140,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,11.0,40.0,
,,,,,,B111200,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,12.0,0.0,
,,,,,,B111210,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,12.0,10.0,
,,,,,,B111220,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,12.0,20.0,
,,,,,,B111230,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,12.0,30.0,
,,,,,,B111240,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,12.0,40.0,
,,,,,,B111300,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,13.0,0.0,
,,,,,,B111310,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,13.0,10.0,
,,,,,,B111320,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,13.0,20.0,
,,,,,,B111330,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,13.0,30.0,
,,,,,,B111340,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,13.0,40.0,
,,,,,,B111400,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,14.0,0.0,
,,,,,,B111410,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,14.0,10.0,
,,,,,,B111420,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,14.0,20.0,
,,,,,,B111430,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,14.0,30.0,
,,,,,,B111440,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,14.0,40.0,
,,,,,,B111500,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,15.0,0.0,
,,,,,,B111510,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,15.0,10.0,
,,,,,,B111520,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,15.0,20.0,
,,,,,,B111530,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,15.0,30.0,
,,,,,,B111540,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,15.0,40.0,
,,,,,,B111600,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,16.0,0.0,
,,,,,,B111610,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,16.0,10.0,
,,,,,,B111620,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,16.0,20.0,
,,,,,,B111630,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,16.0,30.0,
,,,,,,B111640,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,16.0,40.0,
,,,,,,B111700,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,17.0,0.0,
,,,,,,B111710,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,17.0,10.0,
,,,,,,B111720,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,17.0,20.0,
,,,,,,B111730,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,17.0,30.0,
,,,,,,B111740,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,17.0,40.0,
,,,,,,B111800,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,18.0,0.0,
,,,,,,B111810,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,18.0,10.0,
,,,,,,B111820,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,18.0,20.0,
,,,,,,B111830,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,18.0,30.0,
,,,,,,B111840,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,18.0,40.0,
,,,,,,B111900,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,19.0,0.0,
,,,,,,B111910,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,19.0,10.0,
,,,,,,B111920,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,19.0,20.0,
,,,,,,B111930,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,19.0,30.0,
,,,,,,B111940,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,19.0,40.0,
,,,,,,B112000,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,20.0,0.0,
,,,,,,B112010,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,20.0,10.0,
,,,,,,B112020,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,20.0,20.0,
,,,,,,B112030,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,20.0,30.0,
,,,,,,B112040,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,20.0,40.0,
,,,,,,B112100,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,21.0,0.0,
,,,,,,B112110,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,21.0,10.0,
,,,,,,B112120,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,21.0,20.0,
,,,,,,B112130,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,21.0,30.0,
,,,,,,B112140,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,21.0,40.0,
,,,,,,B112200,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,22.0,0.0,
,,,,,,B112210,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,22.0,10.0,
,,,,,,B112220,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,22.0,20.0,
,,,,,,B112230,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,22.0,30.0,
,,,,,,B112240,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,22.0,40.0,
,,,,,,B112300,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,23.0,0.0,
,,,,,,B112310,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,23.0,10.0,
,,,,,,B112320,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,23.0,20.0,
,,,,,,B112330,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,23.0,30.0,
,,,,,,B112340,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,23.0,40.0,
,,,,,,B112400,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,24.0,0.0,
,,,,,,B112410,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,24.0,10.0,
,,,,,,B112420,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,24.0,20.0,
,,,,,,B112430,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,24.0,30.0,
,,,,,,B112440,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,24.0,40.0,
,,,,,,B112500,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,25.0,0.0,
,,,,,,B112510,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,25.0,10.0,
,,,,,,B112520,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,25.0,20.0,
,,,,,,B112530,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,25.0,30.0,
,,,,,,B112540,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,25.0,40.0,
,,,,,,B112600,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,26.0,0.0,
,,,,,,B112610,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,26.0,10.0,
,,,,,,B112620,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,26.0,20.0,
,,,,,,B112630,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,26.0,30.0,
,,,,,,B112640,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,26.0,40.0,
,,,,,,B112700,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,27.0,0.0,
,,,,,,B112710,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,27.0,10.0,
,,,,,,B112720,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,27.0,20.0,
,,,,,,B112730,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,27.0,30.0,
,,,,,,B112740,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,27.0,40.0,
,,,,,,B112800,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,28.0,0.0,
,,,,,,B112810,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,28.0,10.0,
,,,,,,B112820,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,28.0,20.0,
,,,,,,B112830,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,28.0,30.0,
,,,,,,B112840,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,28.0,40.0,
,,,,,,B112900,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,29.0,0.0,
,,,,,,B112910,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,29.0,10.0,
,,,,,,B112920,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,29.0,20.0,
,,,,,,B112930,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,29.0,30.0,
,,,,,,B112940,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,29.0,40.0,
,,,,,,B113000,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,30.0,0.0,
,,,,,,B113010,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,30.0,10.0,
,,,,,,B113020,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,30.0,20.0,
,,,,,,B113030,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,30.0,30.0,
,,,,,,B113040,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,30.0,40.0,
,,,,,,B113100,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,31.0,0.0,
,,,,,,B113110,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,31.0,10.0,
,,,,,,B113120,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,31.0,20.0,
,,,,,,B113130,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,31.0,30.0,
,,,,,,B113140,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,31.0,40.0,
,,,,,,B113200,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,32.0,0.0,
,,,,,,B113210,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,32.0,10.0,
,,,,,,B113220,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,32.0,20.0,
,,,,,,B113230,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,32.0,30.0,
,,,,,,B113240,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,32.0,40.0,
,,,,,,B113300,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,33.0,0.0,
,,,,,,B113310,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,33.0,10.0,
,,,,,,B113320,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,33.0,20.0,
,,,,,,B113330,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,33.0,30.0,
,,,,,,B113340,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,33.0,40.0,
,,,,,,B113400,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,34.0,0.0,
,,,,,,B113410,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,34.0,10.0,
,,,,,,B113420,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,34.0,20.0,
,,,,,,B113430,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,34.0,30.0,
,,,,,,B113440,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,34.0,40.0,
,,,,,,B113500,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,35.0,0.0,
,,,,,,B113510,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,35.0,10.0,
,,,,,,B113520,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,35.0,20.0,
,,,,,,B113530,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,35.0,30.0,
,,,,,,B113540,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,35.0,40.0,
,,,,,,B113600,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,36.0,0.0,
,,,,,,B113610,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,36.0,10.0,
,,,,,,B113620,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,36.0,20.0,
,,,,,,B113630,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,36.0,30.0,
,,,,,,B113640,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,36.0,40.0,
,,,,,,B113700,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,37.0,0.0,
,,,,,,B113710,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,37.0,10.0,
,,,,,,B113720,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,37.0,20.0,
,,,,,,B113730,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,37.0,30.0,
,,,,,,B113740,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,37.0,40.0,
,,,,,,B113800,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,38.0,0.0,
,,,,,,B113810,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,38.0,10.0,
,,,,,,B113820,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,38.0,20.0,
,,,,,,B113830,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,38.0,30.0,
,,,,,,B113840,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,38.0,40.0,
,,,,,,B113900,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,39.0,0.0,
,,,,,,B113910,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,39.0,10.0,
,,,,,,B113920,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,39.0,20.0,
,,,,,,B113930,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,39.0,30.0,
,,,,,,B113940,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,39.0,40.0,
,,,,,,B114000,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,40.0,0.0,
,,,,,,B114010,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,40.0,10.0,
,,,,,,B114020,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,40.0,20.0,
,,,,,,B114030,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,40.0,30.0,
,,,,,,B114040,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,40.0,40.0,
,,,,,,B114100,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,41.0,0.0,
,,,,,,B114110,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,41.0,10.0,
,,,,,,B114120,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,41.0,20.0,
,,,,,,B114130,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,41.0,30.0,
,,,,,,B114140,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,41.0,40.0,
,,,,,,B114200,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,42.0,0.0,
,,,,,,B114210,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,42.0,10.0,
,,,,,,B114220,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,42.0,20.0,
,,,,,,B114230,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,42.0,30.0,
,,,,,,B114240,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,42.0,40.0,
,,,,,,B114300,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,43.0,0.0,
,,,,,,B114310,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,43.0,10.0,
,,,,,,B114320,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,43.0,20.0,
,,,,,,B114330,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,43.0,30.0,
,,,,,,B114340,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,43.0,40.0,
,,,,,,B114400,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,44.0,0.0,
,,,,,,B114410,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,44.0,10.0,
,,,,,,B114420,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,44.0,20.0,
,,,,,,B114430,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,44.0,30.0,
,,,,,,B114440,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,44.0,40.0,
,,,,,,B114500,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,45.0,0.0,
,,,,,,B114510,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,45.0,10.0,
,,,,,,B114520,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,45.0,20.0,
,,,,,,B114530,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,45.0,30.0,
,,,,,,B114540,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,45.0,40.0,
,,,,,,B114600,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,46.0,0.0,
,,,,,,B114610,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,46.0,10.0,
,,,,,,B114620,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,46.0,20.0,
,,,,,,B114630,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,46.0,30.0,
,,,,,,B114640,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,46.0,40.0,
,,,,,,B114700,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,47.0,0.0,
,,,,,,B114710,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,47.0,10.0,
,,,,,,B114720,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,47.0,20.0,
,,,,,,B114730,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,47.0,30.0,
,,,,,,B114740,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,47.0,40.0,
,,,,,,B114800,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,48.0,0.0,
,,,,,,B114810,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,48.0,10.0,
,,,,,,B114820,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,48.0,20.0,
,,,,,,B114830,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,48.0,30.0,
,,,,,,B114840,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,48.0,40.0,
,,,,,,B114900,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,49.0,0.0,
,,,,,,B114910,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,49.0,10.0,
,,,,,,B114920,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,49.0,20.0,
,,,,,,B114930,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,49.0,30.0,
,,,,,,B114940,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,49.0,40.0,
,,,,,,B115000,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,50.0,0.0,
,,,,,,B115010,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,50.0,10.0,
,,,,,,B115020,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,50.0,20.0,
,,,,,,B115030,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,50.0,30.0,
,,,,,,B115040,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,50.0,40.0,
,,,,,,B115100,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,51.0,0.0,
,,,,,,B115110,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,51.0,10.0,
,,,,,,B115120,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,51.0,20.0,
,,,,,,B115130,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,51.0,30.0,
,,,,,,B115140,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,51.0,40.0,
,,,,,,B115200,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,52.0,0.0,
,,,,,,B115210,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,52.0,10.0,
,,,,,,B115220,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,52.0,20.0,
,,,,,,B115230,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,52.0,30.0,
,,,,,,B115240,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,52.0,40.0,
,,,,,,B115300,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,53.0,0.0,
,,,,,,B115310,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,53.0,10.0,
,,,,,,B115320,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,53.0,20.0,
,,,,,,B115330,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,53.0,30.0,
,,,,,,B115340,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,53.0,40.0,
,,,,,,B115400,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,54.0,0.0,
,,,,,,B115410,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,54.0,10.0,
,,,,,,B115420,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,54.0,20.0,
,,,,,,B115430,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,54.0,30.0,
,,,,,,B115440,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,54.0,40.0,
,,,,,,B115500,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,55.0,0.0,
,,,,,,B115510,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,55.0,10.0,
,,,,,,B115520,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,55.0,20.0,
,,,,,,B115530,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,55.0,30.0,
,,,,,,B115540,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,55.0,40.0,
,,,,,,B115600,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,56.0,0.0,
,,,,,,B115610,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,56.0,10.0,
,,,,,,B115620,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,56.0,20.0,
,,,,,,B115630,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,56.0,30.0,
,,,,,,B115640,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,56.0,40.0,
,,,,,,B115700,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,57.0,0.0,
,,,,,,B115710,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,57.0,10.0,
,,,,,,B115720,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,57.0,20.0,
,,,,,,B115730,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,57.0,30.0,
,,,,,,B115740,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,57.0,40.0,
,,,,,,B115800,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,58.0,0.0,
,,,,,,B115810,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,58.0,10.0,
,,,,,,B115820,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,58.0,20.0,
,,,,,,B115830,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,58.0,30.0,
,,,,,,B115840,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,58.0,40.0,
,,,,,,B115900,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,59.0,0.0,
,,,,,,B115910,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,59.0,10.0,
,,,,,,B115920,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,59.0,20.0,
,,,,,,B115930,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,59.0,30.0,
,,,,,,B115940,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,59.0,40.0,
,,,,,,B116000,,,,拣货位,120.0,115.0,105.0,不可用,B,11.0,60.0,0.0,
,,,,,,B116010,,,,拣货位,120.0,115.0,70.0,不可用,B,11.0,60.0,10.0,
,,,,,,B116020,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,60.0,20.0,
,,,,,,B116030,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,60.0,30.0,
,,,,,,B116040,,,,存货位,120.0,115.0,105.0,不可用,B,11.0,60.0,40.0,
,,,,,,B120100,,,,拣货位,265.0,115.0,120.0,可用,B,12.0,1.0,0.0,
,,,,,,B120110,,,,拣货位,265.0,115.0,70.0,可用,B,12.0,1.0,10.0,
,,,,,,B120120,,,,存货位,265.0,115.0,120.0,可用,B,12.0,1.0,20.0,
,,,,,,B120130,,,,存货位,265.0,115.0,120.0,可用,B,12.0,1.0,30.0,
,,,,,,B120140,,,,存货位,265.0,115.0,120.0,不可用,B,12.0,1.0,40.0,
,,,,,,B120200,,,,拣货位,265.0,115.0,120.0,可用,B,12.0,2.0,0.0,
